video_id,publishedAt,channelId,channelTitle,title,description,duration_sec,viewCount,likeCount,commentCount,tags
5IGMegE1c78,2025-08-18T12:30:27Z,UCrrXvYmau-9oMA6XJKZS2fQ,DWS News,Gal Gadot at Hostages Square | Israelis Demand Captives’ Release | AD1G,"Hollywood actress Gal Gadot joined families of Israeli hostages at Hostages Square in Tel Aviv, showing solidarity as nationwide protests and strikes called on Prime Minister Netanyahu to secure a deal with Hamas. Thousands rallied across Israel demanding the release of captives still held in Gaza.  #GalGadot #Israel #TelAviv #Gaza #Hostages #Protests #Netanyahu #IsraelNews #MiddleEast #Hamas #HostagesSquare #IsraelProtests #BreakingNews #WarInGaza #Solidarity  Gal Gadot Joins Hostage Protest in Tel Aviv Amid Nationwide Strike Tel Aviv Rally: Gal Gadot Supports Families of Gaza Hostages  🌐 DWS News – Decoding Global Politics Daily Welcome to DWS News! We deliver reliable, timely updates and in-depth coverage of the biggest political stories shaping our world.  🔎 Subscribe for More: Stay informed on international diplomacy, political power shifts, peace negotiations, and world-changing events.  🕊️ We believe in facts over noise. Thank you for watching and supporting independent global journalism.  #InternationalNews #WorldPolitics #DWSNews  DWS News YouTube Channel is managed by Dot Republic Media, All Copyrights Reserved.",21,714,3,3,Gal Gadot|Tel Aviv protest|Israeli hostages|Gaza conflict|Netanyahu government|Israel Hamas war|Hostages Square|Gaza hostages|Israel strike August 2025|Israel protest news|Gal Gadot Israel|Gaza war updates|Israeli demonstrators|hostage release talks|Netanyahu under pressure|Israel news latest|Israeli police detentions|Gal Gadot supports hostages|nationwide protest Israel|Tel Aviv rally
_donbiNFe2M,2025-08-18T13:31:47Z,UCrj5BGAhtWxDfqbza9T9hqA,AlHadath الحدث,خبير: موافقة حماس على المقترح المصري لوقف حرب غزة تضعف موقف إسرائيل,المختص في الشأن الإسرائيلي عصمت منصور: موافقة حماس على المقترح المصري لوقف حرب غزة تضعف موقف إسرائيل وتدفع أميركا للتدخل وإنهاء الأزمة   #فلسطين #غزة #إسرائيل #قناة_الحدث,72,2346,21,8,أخبار الحدث|أميركا|إسرائيل|إيران|الأردن|الحدث|الحدث عاجل|الخرطوم|السعودية|السودان|العراق|بغداد|تركيا|ترمب|تونس|سوريا|طهران|غزة|فلسطين|قناة الحدث|لبنان|ليبيا|مصر|مليشيات إيران|مليشيات الحوثي|واشنطن
M6wql_-69eE,2025-08-18T13:46:29Z,UCfiwzLy-8yKzIbsmZTzxDgw,AlJazeera Arabic  قناة الجزيرة,مقاتل من القسام يلقي عبوة ناسفة تجاه قوة إسرائيلية في جباليا,"كتائب القسام تبث مشاهد تظهر أحد مقاتليها أثناء إلقاء عبوة ناسفة من طراز ""شواظ"" تجاه قوة إسرائيلية، في مدينة جباليا شمال قطاع غزة، ضمن سلسلة عمليات ""حجارة داوود"". #الجزيرة #حرب_غزة #فلسطين #إسرائيل #إيران #لبنان #الاحتلال #غزة #قطاع_غزة #قوات_الاحتلال #القسام #كتائب_القسام #أمريكا #اليمن #حماس #حزب_الله #أنصار_الله ===================== تابعونا على منصات الجزيرة الرقمية ===================== ▶Facebook▶https://facebook.com/aljazeerachannel ▶Instagram▶ https://instagram.com/aljazeera ▶Twitter▶ https://twitter.com/AJArabic ▶Twitter▶ https://twitter.com/AJABreaking  ▶ https://www.aljazeera.net ▶ https://www.aljazeera.com Live▶ https://www.youtube.com/c/aljazeera/live AlJazeera mobile applications▶ https://aje.io/AJAMobile البث الحي / البث المباشر الأعلى مشاهدة قناة الجزيرة #الجزيرة #aljazeera #عاجل =============  غرفة الأخبار الرقمية شبكة الجزيرة الإعلامية جميع الحقوق محفوظة © 2025 Al Jazeera Digital Newsroom Al Jazeera Media Network - Doha, Qatar =============  #عاجل #شاهد #أخبار #المغرب #الجزائر #مصر #السعودية #العراق #اليمن #سوريا #قطر #الامارات #الكويت #عمان #ليبيا #تركيا #تونس #روسيا #امريكا #الصين #الهند #باكستان #ايران #فلسطين #غزة #بغداد #دمشق #القاهرة #الرياض #مكة #جدة #البحرين #الأردن #الجزيرة #تحقيق #تغطية #مباشرة #البث #الحي #حصري #خاص #رقمي #aljazeera #news #breaking #coverage #live #livestream #tv #USA #Russia #China #Europe #india #pakistan #turkey #israel #palestine #gaza #iran #syria #iraq #algeria #morocco #egypt #cairo #saudi #UAE",41,3179011,81981,750,al jazeera|aljazira|أحداث|أخبار|اخبار|الأحداث|الأخبار|البث الحي|البث المباشر|الجزيرة|برامج|تقرير|حصري|سياسة|سياسه|شاهد|عاجل|غرفة الأخبار الرقمية|مباشر|نشرة
CArYC7T7kPE,2025-08-18T13:55:09Z,UC1m3Mwzefr9kaClkY0PHo3w,DeepScope TV,Tel Aviv Crowds Call for Peace and Freedom for Hostages #telaviv #israel #gaza #hostages #protest,"Israel’s Biggest Rally Urges Peace and Release of Captives  Tel Aviv protest 2025, Israel Gaza war news, hostage release rally, peace protests in Israel, Trump urged for peace, Gaza conflict updates, Israeli civil disobedience, worldwide hostage solidarity, Israel protests explained, breaking Middle East news.  15 Hashtags: #telaviv #israel #gaza #hostages #protest #peace #trump #rally #demonstration #israelpalestine #freedom #middleeast #civilrights #newsupdate #deepscopetv",6,17688,,4,#InternationalNews|#EnglishNews|#FashionNews|#SpoortsNews|#CurrentEvents|#LatestNews|#Geopolitics|#GlobalAffairs|#internationalnews|#newsupdate|#breakingnews|#topworldheadlines|#newsshorts|#worldnews|#dailynews|#shortnews|#globalnews|#quicknews|#headlinenews
G-0V1HroyAU,2025-08-18T14:00:23Z,UCIRYBXDze5krPDzAEOxFGVA,Guardian News,Nationwide protests erupt in Israel to demand end of Gaza war,"An estimated 500,000 people gathered in Tel Aviv on Sunday to call for an end to Israel’s war in Gaza and the release of hostages in one of the largest protests in Israel since fighting began in October 2023. Subscribe ► http://bit.ly/guardianwiressub Along the Green Line ► https://www.youtube.com/watch?v=43oZ0yUDG8E&list=PLa_1MA_DEorGnakB7QV1Q_LBpHgtGQDxi  The rally on Sunday evening was the culmination of a day of nationwide protests and a general strike to pressure the government to halt the military campaign.  The Hostages and Missing Families Forum campaign group vowed protesters would “shut down the country”, with the goal of bringing back the hostages and ending the war.  “We demand a comprehensive and achievable agreement and an end to the war,” said Einav Zangauker, a leading figure of the protest movement whose son Matan is being held by Hamas in Gaza.  The protests came more than a week after Israel’s security cabinet approved plans to capture Gaza City, 22 months into a war that has created a dire humanitarian crisis in the Palestinian territory.  Israel’s military offensive has killed at least 61,000 Palestinians, according to Gaza’s health ministry, most of them civilians. The figure does not include the thousands believed to be buried under rubble or the thousands killed indirectly as a consequence of the war.  The Israeli prime minister, Benjamin Netanyahu, criticised the protesters, saying their actions “not only harden Hamas’s position and draw out the release of our hostages”, but also ensured that “the horrors of 7 October” would reoccur.  #gaza #hamashostages #october7 #israelprotest #telaviv #telavivprotests #israelihostages #gazahostages #gazagenocide #gazawar #palestine #benjaminnetanyahu",47,20223,372,60,2025|October 7|anti-war protest|benjamin netanyahu|bibi|gaza|gaza genocide|gaza news|gaza protest|gaza war|gaza war protest|guardian|hamas|hamas hostages|hostage families|hostages|israel|israel demonstration|israel gaza war|israel hamas war|israel national strike|israel protest|israeli hostages|israeli protest|jerusalem|jerusalem protest|netanyahu|news|palestine|tel aviv|tel aviv protest|israel protest tel aviv|hamas protest|genocide|israel news|zios
-t8I9_wVvmE,2025-08-18T14:00:31Z,UC0J5nDiljowsJTV0znkOk3A,العربية 24,إسرائيل تكشف خطتها لاقتحام غزة بدءا من 7 أكتوبر بمشاركة 4 فرق عسكرية,#إسرائيل تكشف خطتها لاقتحام #غزة بدءا من 7 أكتوبر بمشاركة 4 فرق عسكرية.. وسط مجاعة مميتة وقصف متواصل منذ عامين  #العالم_في_دقائق #العربية_24,27,10491,68,2,gaza|العربية|العربيه|غزة|غزه|العربية 24|العربيه 24|إسرائيل|اسرائيل|اقتحام غزة|اقتحام غزه|فرق عسكرية|7 أكتوبر|خطط اسرائيل|خطط إسرائيل|مخططات إسرائيل|مخططات اسرائيل|غزو اسرئيلي|غزو إسرئيلي|غزو فلسطين|فلسطين|القدس
qIfbKpIUAB8,2025-08-18T14:30:42Z,UChirEOpgFCupRAk5etXqPaA,Bloomberg News,Israelis Protest Netanyahu's Plan to Expand Gaza Operation,"Hundreds of thousands of Israelis took to the streets on Sunday to protest Prime Minister Benjamin Netanyahu’s plan to expand operations in the Gaza Strip, rather than attempt to negotiate an end to the war under which Hamas would free its last hostages. #politics #israel #trump #netanyahu #gaza #worldnews #palestine #us #telaviv   Organizers said that as many as half a million people attended the main rally at Tel Aviv’s “hostage square” in the evening, a massive turnout by Israeli standards.  Earlier on Sunday, as Netanyahu suggested calls to end the war would embolden Hamas, police scuffled with demonstrators blocking roads across Israel, making at least 30 arrests and turning a water cannon on participants at a sit-down protest at a Jerusalem access tunnel.  Read more: https://www.bloomberg.com/news/articles/2025-08-17/netanyahu-slams-anti-war-protests-as-gaza-city-conquest-looms  ---------- Like this video? Subscribe https://www.youtube.com/@Bloomberg-News  Bloomberg News is the first word in business news. Visit bloomberg.com for the latest on global business, markets and more. Get unlimited access to Bloomberg.com for $1.99/month for the first 3 months: https://www.bloomberg.com/subscriptions?in_source=YoutubeOriginals  Bloomberg on YouTube: https://www.youtube.com/@business https://www.youtube.com/@markets https://www.youtube.com/@BloombergTechnology https://www.youtube.com/@BloombergPodcasts  Connect with us on social: https://www.instagram.com/bloombergbusiness https://www.linkedin.com/company/bloomberg-news https://www.tiktok.com/@bloombergbusiness https://www.facebook.com/bloombergbusiness",24,32122,316,62,bloomberg|quicktake|business|bloomberg quicktake|quicktake originals|bloomberg quicktake by bloomberg|us news|world news|finance|science|climate|news|news today|breaking news|breaking news today|latest news|today's news|news today headlines|top news|current news|latest news today|today news|russia|china|india|world news today|france russia|israel hamas|news flash|news of the day|news today live|north korea|documentary|mini doc|bloomberg tv|shorts
-wxDLvGidww,2025-08-18T14:38:26Z,UCckz6n8QccTd6K_xdwKqa0A,AFP,Tel-Aviv: marée humaine en soutien aux otages à Gaza,"Des dizaines de milliers d'Israéliens se sont rassemblés dimanche soir à Tel-Aviv pour réclamer de leur gouvernement un accord de cessez-le-feu à Gaza qui garantirait la libération des otages, l'un des plus gros rassemblements de solidarité en Israël depuis le début de la guerre à Gaza en octobre 2023.  Abonnez-vous à la chaîne de l'AFP, et pensez à activer les notifications 🔔  http://www.youtube.com/channel/UCckz6n8QccTd6K_xdwKqa0A/?sub_confirmation=1",73,5631,236,35,AFP|agence france presse|news|info|actu
SvVGtLjfM7c,2025-08-18T15:36:22Z,UCktyejXTxWaKfrgp1Oq7CMQ,AlQahera News -  القاهرة الإخبارية,مصادر مصرية للقاهرة الإخبارية: حماس وافقت على المقترح الذي قدمه الوسطاء من مصر وقطر,مصادر مصرية للقاهرة الإخبارية: حماس وافقت على المقترح الذي قدمه الوسطاء من مصر وقطر  #مصر  #حماس  #إسرائيل  18/8/2025  قناة إخبارية مصرية تبث على مدار 24 ساعة وتقدم محتوى إخبارياً متنوعاً وقوياً من مصر والمنطقة العربية والعالم  #القاهرة_الإخبارية #AlQaheraNews تردد: 11747V ( HD - SD )   تابعونا عبر منصاتنا:  Facebook:  https://www.facebook.com/AlQaheraNewsTv/  Twitter:  https://twitter.com/Alqaheranewstv  Instagram:  https://www.instagram.com/alqaheranewstv/  TikTok:  https://www.tiktok.com/@alqaheranewstv  وعبر موقعنا الرسمي:  https://alqaheranews.net/  #هنا_القاهرة_عاصمة_الخبر,58,24875,213,10,القاهرة الإخبارية|عاصمة الخبر|القاهرة|أخبار دولية|الإخبارية|اخر الأخبار|هنا القاهرة|الشرق الأوسط|ALQAHERA NEWS|QAHERA|NEWS|اخبار دولية|أخبار عربية|أخبار محلية|أخبار عالمية|قناة القاهرة الإخبارية|القاهره الاخبارية|القاهرة الإخبارية البث المباشر|البث المباشر القاهرة الإخبارية
xyib2ZaoJ2E,2025-08-18T15:43:03Z,UCl8zB2LZOiLLV0jYUMpTEgA,Scroll.in,"Mass rally in Tel Aviv calls for end to Gaza war, hostage deal","Tens of thousands of demonstrators gathered in Tel Aviv to call for an end to the war in Gaza and the release of hostages, one of the largest demonstrations in Israel since the start of the fighting in October 2023.  The rally was the culmination of a day of nationwide protests and a general strike to pressure the government to halt the military campaign.  Credit: AFP  #Gaza #TelAviv #protest #demonstrations #Israel #israelgazaconflict #nationwideprotest #militarycampaign  . . . . . . . . Subscribe to Scroll's YouTube channel and turn on your notifications, so you don't miss new videos.  For more explainers, and the web’s most interesting videos - https://scroll.in/video/   For the latest news and analysis - https://scroll.in   Support our award-winning journalism by making a financial contribution towards the Scroll Ground Reporting Fund - https://scroll.in/contribute  Follow Scroll.in here -  Facebook: https://facebook.com/scroll.in/ Twitter: https://twitter.com/scroll_in Instagram: https://instagram.com/scroll_in/  Threads: https://www.threads.net/@scroll_in Bluesky: https://bsky.app/profile/scroll.in",76,4158,256,35,Gaza|Israel|Israel Gaza conflict|demonstrations|protestors|general strike
IuqcRU80yfQ,2025-08-18T15:48:40Z,UCVItDzT0VD2ZmpS8kQgfDXw,שרון אונליין,רכב מסכן מפגינים בכפר סבא ביום ההשבתה למען החטופים. צילום: עילאי הרסגור  - הנדין,,24,1601,15,7,
39oKRBY4_7w,2025-08-18T16:04:50Z,UCIZJ9a6P_nxCFJTmL0gh_IQ,Al Arabiya English,Protesters In Tel Aviv Call For Ceasefire,Israeli protesters in Tel Aviv call for a ceasefire in Gaza and the return of hostages being held by Hamas.,44,490,9,3,
El3XN2JnJrw,2025-08-18T18:21:54Z,UCfiwzLy-8yKzIbsmZTzxDgw,AlJazeera Arabic  قناة الجزيرة,نتنياهو تعليقا على موافقة حماس على صفقة وقف إطلاق النار: حماس تواجه ضغطا هائلا,"قال رئيس الوزراء الإسرائيلي بنيامين نتنياهو إن حماس تواجه ""ضغطا هائلا"" في الوقت الحالي، مضيفا أنه يتابع الأنباء عن المفاوضات عن كثب في إشارة التقارير الإعلامية التي تتحدث عن موافقة الحركة على مفاوضات وقف إطلاق النار.  #الجزيرة  #حرب_غزة  #نتنياهو #حماس ===================== تابعونا على منصات الجزيرة الرقمية ===================== ▶Facebook▶https://facebook.com/aljazeerachannel ▶Instagram▶ https://instagram.com/aljazeera ▶Twitter▶ https://twitter.com/AJArabic ▶Twitter▶ https://twitter.com/AJABreaking  ▶ https://www.aljazeera.net ▶ https://www.aljazeera.com Live▶ https://www.youtube.com/c/aljazeera/live AlJazeera mobile applications▶ https://aje.io/AJAMobile البث الحي / البث المباشر الأعلى مشاهدة قناة الجزيرة #الجزيرة #aljazeera #عاجل =============  غرفة الأخبار الرقمية شبكة الجزيرة الإعلامية جميع الحقوق محفوظة © 2025 Al Jazeera Digital Newsroom Al Jazeera Media Network - Doha, Qatar =============  #عاجل #شاهد #أخبار #المغرب #الجزائر #مصر #السعودية #العراق #اليمن #سوريا #قطر #الامارات #الكويت #عمان #ليبيا #تركيا #تونس #روسيا #امريكا #الصين #الهند #باكستان #ايران #فلسطين #غزة #بغداد #دمشق #القاهرة #الرياض #مكة #جدة #البحرين #الأردن #الجزيرة #تحقيق #تغطية #مباشرة #البث #الحي #حصري #خاص #رقمي #aljazeera #news #breaking #coverage #live #livestream #tv #USA #Russia #China #Europe #india #pakistan #turkey #israel #palestine #gaza #iran #syria #iraq #algeria #morocco #egypt #cairo #saudi #UAE",86,51981,547,61,al jazeera|aljazira|أحداث|أخبار|اخبار|الأحداث|الأخبار|البث الحي|البث المباشر|الجزيرة|برامج|تقرير|حصري|سياسة|سياسه|شاهد|عاجل|غرفة الأخبار الرقمية|مباشر|نشرة
uAkA_1mSF34,2025-08-18T20:15:02Z,UC9T0ZAarQHL4cJGFzORVsFg,Itatiaia,MULTIDÃO PROTESTA EM TEL-AVIV PEDINDO O FIM DA GUERRA EM GAZA E LIBERTAÇÃO DE REFÉNS,"Imagens de drones capturaram multidões marchando por Tel Aviv no domingo, 17 de agosto, enquanto manifestantes pediam o fim da guerra em Gaza e a devolução dos reféns mantidos pelo Hamas.  Imagens publicadas no Instagram por @guybaron1 mostram uma vista aérea da enorme multidão.  O jornal israelense Haaretz, citando os organizadores, relatou que 300.000 pessoas participaram de um protesto na noite de domingo no que ficou conhecido como Praça dos Reféns, na capital.  Para mais conteúdos da Itatiaia, acesse: Site oficial: https://www.itatiaia.com.br/ Canal da Itatiaia: https://www.youtube.com/itatiaiaoficial Twitter: https://www.twitter.com/Itatiaia  Facebook: https://www.facebook.com/radioitatiaia Instagram: https://www.instagram.com/itatiaiaoficial/ Podcasts: https://www.itatiaia.com.br/itacast  #Itatiaia #Jornalismo #Esporte #Futebol #RadioItatiaia #Noticias #Politica #Entretenimento #ItatiaiaEsporte",16,27335,555,7,itatiaia ao vivo|itatiaia|itatiaia agora|itatiaia ao vivo agora|itatiaia ao vivo no youtube|itatiaia ao vivo live|radio itatiaia
_bMIMjXTYy0,2025-08-18T20:59:03Z,UCgbcHAR6wp5mtxZltb3xVZQ,Vision for Israel,Israel Launches Next Phase in Gaza War as Hostage Protests Sweep Nation | VFI News,"Israel has announced the next phase of the war against Hamas as the IDF launches Operation Gideon’s Chariots with a sharpened focus on Gaza City. IDF Chief of Staff Lt.-Gen. Eyal Zamir declared that the army will continue its momentum until Hamas faces decisive defeat and emphasized that returning the hostages remains Israel’s foremost priority. Prime Minister Benjamin Netanyahu outlined a long-term plan for Israel to assume control in Gaza after Hamas is dismantled, mobilizing large reserve forces to carry out the mission. As the war escalates, grassroots voices inside Gaza are rising up against Hamas despite threats and repression, with educators, activists, and youth movements calling for peace and a post-Hamas future. Meanwhile, nationwide hostage protests swept across Israel, with nearly a million people gathering in Tel Aviv’s Hostages Square and strikes disrupting life from the Galilee to Eilat. Netanyahu and right-wing ministers condemned the demonstrations, while opposition leaders defended them as a moral imperative to secure the captives’ release. The political divide grows as Israel faces the dual challenge of defeating Hamas militarily and resolving the hostage crisis. At the same time, banks posted record wartime profits, the Cyprus president warned of Iran’s nuclear threat, and Israel approved Indonesia’s humanitarian airdrop to Gaza. This update highlights the latest developments in Israel’s war with Hamas, the hostages’ struggle, grassroots resistance in Gaza, and the broader regional stakes shaping the Middle East.  #Israel #GazaWar #Hamas #Hostages #MiddleEast  Visit: https://www.visionforisrael.com/en SUBSCRIBE TO GET NOTIFIED! https://www.youtube.com/c/VisionforIsrael?sub_confirmation=1  #VisionForIsrael #CrisisResponse #SupportingIsrael  Know about our VFI NEWS site? Read articles from a reliable source and share them with your Israel-loving friends: https://vfinews.com/   Want VFI News on the go? Download our FREE VFI NEWS app on your mobile device and be the first to be in the loop!   Google Play: https://play.google.com/store/apps/details?id=il.co.appli.visionforisraelnew&hl=en&gl=US   Apple Store: https://apps.apple.com/us/app/vfi-news-vision-for-israel/id941023518   Need a break? Worship the Lord in Hebrew on our Barry & Batya Segal Music channel: https://www.youtube.com/c/BarryBatyaSegal?sub_confirmation=1   Join the VFI Community on Social Media: Facebook: https://www.facebook.com/visionforisrael Instagram: https://www.instagram.com/visionforisrael/ Twitter: https://twitter.com/visionforisrael",60,1442,48,2,Israel|Gaza War|Hamas|IDF|Gaza City|Operation Gideon’s Chariots|Netanyahu|Eyal Zamir|Israeli hostages|hostage protests|Tel Aviv Hostages Square|Gaza resistance|We Want to Live movement|Middle East conflict|Iran threat|Cyprus Israel relations|Indonesia humanitarian aid|Vision for Israel|VFI News
RtgzO3JbtsE,2025-08-18T21:45:26Z,UCahpxixMCwoANAftn6IxkTg,AlArabiya العربية,مصدر مصري يكشف أبرز بنود المقترح الجديد لوقف إطلاق النار في غزة بعد موافقة حماس,يتضمن مساراً للتوصل إلى اتفاق شامل لإنهاء الحرب..  مصدر مصري يكشف أبرز بنود المقترح الجديد لوقف إطلاق النار في #غزة بعد موافقة حماس #العالم_الليلة  #قناة_العربية,72,20017,163,4,
mAnsvLlmfgA,2025-08-18T23:52:45Z,UCVgO39Bk5sMo66-6o6Spn6Q,ABC News (Australia),"Israelis protest Gaza war, demand release of hostages | ABC NEWS","Thousands of Israelis have taken part in a nationwide strike, calling for the end of the war and the release the remaining captives. Fifty Israeli hostages remain in Gaza, with 20 believed to be alive. Israeli Prime Minister Benjamin Netanyahu criticised the protesters, saying they were strengthening Hamas and ensuring an endless war.  ABC NEWS provides around the clock coverage of news events as they break in Australia and abroad. It's news when you want it, from Australia's most trusted news organisation.  For more from ABC NEWS, click here: https://ab.co/2kxYCZY Watch more ABC NEWS content ad-free on ABC iview: https://ab.co/2OB7Mk1  Go deeper on our ABC NEWS In-depth channel: https://ab.co/2lNeBn2 Like ABC NEWS on Facebook: http://facebook.com/abcnews.au Follow ABC NEWS on Instagram: http://instagram.com/abcnews_au Follow ABC NEWS on X (Twitter): http://twitter.com/abcnews  Note: In most cases, our captions are auto-generated.  #ABCNEWS #ABCNEWSAustralia",35,3310,54,,Australia|abc|abc news|news|israel|israel news|israel war|gaza|gaza war|gaza ceasefire|hamas|hostages|hostages gaza|world news|israel protest
Zf-N-jJ8gic,2025-08-19T05:00:40Z,UCfiwzLy-8yKzIbsmZTzxDgw,AlJazeera Arabic  قناة الجزيرة,آلاف يتظاهرون في المكسيك دعما لفلسطين وللمطالبة بوقف الحرب الإسرائيلية على غزة,"آلاف يتظاهرون في المكسيك دعما لفلسطين وللمطالبة بوقف الحرب الإسرائيلية على غزة. #الجزيرة  #حرب_غزة  #المكسيك #فلسطين  #إسرائيل  #رقمي  ===================== تابعونا على منصات الجزيرة الرقمية ===================== ▶Facebook▶https://facebook.com/aljazeerachannel ▶Instagram▶ https://instagram.com/aljazeera ▶Twitter▶ https://twitter.com/AJArabic ▶Twitter▶ https://twitter.com/AJABreaking  ▶ https://www.aljazeera.net ▶ https://www.aljazeera.com Live▶ https://www.youtube.com/c/aljazeera/live AlJazeera mobile applications▶ https://aje.io/AJAMobile البث الحي / البث المباشر الأعلى مشاهدة قناة الجزيرة #الجزيرة #aljazeera #عاجل =============  غرفة الأخبار الرقمية شبكة الجزيرة الإعلامية جميع الحقوق محفوظة © 2025 Al Jazeera Digital Newsroom Al Jazeera Media Network - Doha, Qatar =============  #عاجل #شاهد #أخبار #المغرب #الجزائر #مصر #السعودية #العراق #اليمن #سوريا #قطر #الامارات #الكويت #عمان #ليبيا #تركيا #تونس #روسيا #امريكا #الصين #الهند #باكستان #ايران #فلسطين #غزة #بغداد #دمشق #القاهرة #الرياض #مكة #جدة #البحرين #الأردن #الجزيرة #تحقيق #تغطية #مباشرة #البث #الحي #حصري #خاص #رقمي #aljazeera #news #breaking #coverage #live #livestream #tv #USA #Russia #China #Europe #india #pakistan #turkey #israel #palestine #gaza #iran #syria #iraq #algeria #morocco #egypt #cairo #saudi #UAE",83,6688,495,8,الجزيرة|مباشر|سياسة|سياسه|أخبار|اخبار|تقرير|aljazira|al jazeera|برامج|أحداث|الأحداث|الأخبار|نشرة|البث الحي|البث المباشر|عاجل|شاهد|حصري|غرفة الأخبار الرقمية|المكسيك|حرب غزة|إسرائيل|الحرب الإسرائيلية|دعم فلسطين|المطالبة بوقف حرب غزة|أمريكا|أوروبا|مكسيكو سيتي
iFTjAsF5yys,2025-08-19T05:21:02Z,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,"Netanyahu Marah Didemo Ratusan Ribu Warganya, Tegaskan Tetap Bakal Teruskan Perang di Gaza","Baca Selengkapnya di https://video.tribunnews.com/view/858796/netanyahu-marah-didemo-ratusan-ribu-warganya-tegaskan-tetap-bakal-teruskan-perang-di-gaza  Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru  TRIBUN-VIDEO.COM - Perdana Menteri Israel Benjamin Netanyahu menegaskan enggan mengakhiri perang meski telah didemo ratusan ribu warganya di Tel Aviv pada Minggu (17/8).  Dilansir dari The Times of Israel, Netanyahu menyebut pihak yang menyerukan diakhirinya perang tanpa kekalahan Hamas sama dengan menunda pembebasan sandera.  Oleh karena itu ia tetap akan melanjutkan perang di Gaza bahkan memperluas agresinya.  Program: Tribunnews Update Host: Umi Wakhidah Editor: Muhammad Taufiq Rahman Setyawan Uploader: Panji Anggoro Putro  #israel #netanyahu #telaviv #demo #gaza #palestina #konfliktimurtengah #konflikisraelpalestina",6,188311,485,40,israel|hamas|idf|palestina|gaza|zionis|konflik timur tengah|netanyahu|demo|warga israel|tel aviv
ZFsLBKW6FBc,2025-08-19T06:35:58Z,UC65i3Fyq91uiUkIS0i5GLNQ,العربي - أخبار ,عاجل |إذاعة الجيش الإسرائيلي: إسرائيل تدرس رد حركة حماس وكيفية تحسين مسألة الإفراج عن الأسرى الأحياء,عاجل | إذاعة الجيش الإسرائيلي: إسرائيل تدرس رد حركة حماس وكيفية تحسين مسألة الإفراج عن الأسرى الأحياء  تابعوا أبرز الأخبار، وآخر مستجدات الأحداث العربية والعالمية، عبر البث المباشر للتلفزيون العربي على يوتيوب 👇👇 Live▶ https://www.youtube.com/c/AlarabyTv_News/live   لا تنسوا الاشتراك في قناتنا وتفعيل زر الجرس 🔔  ▼ موقع التلفزيون العربي ⟵ https://www.alaraby.com  ▼تابع التلفزيون العربي على مواقع التواصل الاجتماعي  فيسبوك ⟵ https://www.facebook.com/AlarabyTelevision  انستغرام ⟵ https://www.instagram.com/alarabytv  تويتر ⟵ https://twitter.com/alarabytv  #التلفزيون_العربي #حرب_غزة #فلسطين,34,51176,310,5,ترمب|غزة|المجاعة|ويتكوف|الاتفاق|غارات|صفقة غزة|المساعدات الانسانية|الآلية الاميركية|نتنياهو|أميركا|بن غفير|سموتريتش|مفاوضات|صفقة تبادل|الجوع|الكارثة الانسانية|توزيع المساعدات|نزوح|قصف مدفعي|مسيرات|القسام|المقاومة|أطفال غزة|خانيونس|رفح|المعابر|أسرى|شهداء|جرحى|أونروا|الأمم المتحدة|حماس|عمليات المقاومة|مساعدات|صفقة|اتفاق|الوسطاء|العملية البرية|الجيش الإسرائيلي|جيش الاحتلال|إسرائيل|القدس|مدينة غزة|تل السلطان|نتساريم|موراج|صلاح الدين|دير البلح|بيت حانون
